study_id	bioproject_id	sample_id	library_strategy	organism	organism_enriched	organism_ontology	tissue	tissue_enriched	tissue_ontology	cell_type	cell_type_enriched	cell_type_ontology	cell_line	cell_line_enriched	cell_line_ontology	strain	strain_enriched	strain_ontology	developmental_stage	developmental_stage_enriched	developmental_stage_ontology	genotype	genotype_enriched	genotype_ontology	age	age_enriched	age_ontology	sex	sex_enriched	sex_ontology	condition	condition_enriched	condition_ontology	treatment	treatment_enriched	treatment_ontology	timepoint	timepoint_enriched	timepoint_ontology	replicate	replicate_enriched	replicate_ontology	batch	batch_enriched	batch_ontology	disease	disease_enriched	disease_ontology	stress	stress_enriched	stress_ontology	temperature	temperature_enriched	temperature_ontology	growth_condition	growth_condition_enriched	growth_condition_ontology	sample_title	sample_description
PRJNA305418		SRS1197480	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TUAB	no			no		wt	no		5hpf	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		5hpf	
PRJNA305418		SRS1197482	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TUAB	no			no		wt	no		24hpf	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		24hpf	
PRJNA305418		SRS1197481	RNA-Seq	Danio rerio	no	NCBITaxon:7955	embryo	no	UBERON:0000922		no			no		TUAB	no			no		wt	no		48hpf	no		pooled male and female	no			no			no			no			no			no			no			no			no			no		48hpf	
PRJNA288987		SRS979503	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		2-4 cells	no			no			no			no			no			no			no			no			no			no			no			no			no		2012-07-26_2-4Cell	
PRJNA288987		SRS979504	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		256 cells	no			no			no			no			no			no			no			no			no			no			no			no			no		2012-07-26_256Cell	
PRJNA288987		SRS979502	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		1k cells	no			no			no			no			no			no			no			no			no			no			no			no			no		2012-07-26_1KCell	
PRJNA288987		SRS979501	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		Dome	no			no			no			no			no			no			no			no			no			no			no			no			no		2012-07-26_Dome	
PRJNA288987		SRS979500	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		Shield	no			no			no			no			no			no			no			no			no			no			no			no			no		2012-07-26_Shield	
PRJNA288987		SRS979499	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		Bud	no			no			no			no			no			no			no			no			no			no			no			no			no		2012-07-26_Bud	
PRJNA288987		SRS979498	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		28 hours post fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		2012-07-26_28hpf	
PRJNA288987		SRS979497	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		5 days post fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		2012-07-26_5dpf	
PRJNA285515		SRS950607	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryos	no			no			no		TLAB	no		Shield	no			no			no		not determined	no			no			no			no			no			no			no			no			no			no		Danio rerio Shield Stage Embryos RNA-Seq	Matched to ribosome profiling experiments in SAMN02087561
PRJNA200706		SRS417387	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		2-4 cells	no			no			no			no			no			no			no			no			no			no			no			no			no		20120724_RPF-Seq_2-4Cell	
PRJNA200706		SRS417388	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		256 cells	no			no			no			no			no			no			no			no			no			no			no			no			no		20120724_RPF-Seq_256Cell	
PRJNA200706		SRS417389	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		1k cells	no			no			no			no			no			no			no			no			no			no			no			no			no		20120724_RPF-Seq_1KCell	
PRJNA200706		SRS417390	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		Dome	no			no			no			no			no			no			no			no			no			no			no			no			no		20120724_RPF-Seq_Dome	
PRJNA200706		SRS417391	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryos	no			no			no		TLAB	no		Shield	no			no			no		not determined	no			no			no			no			no			no			no			no			no			no		Danio rerio Shield Stage Embryos RNA-Seq	Matched to ribosome profiling experiments in SAMN02087561
PRJNA200706		SRS417392	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		Bud	no			no			no			no			no			no			no			no			no			no			no			no			no		20120724_RPF-Seq_Bud	
PRJNA200706		SRS417393	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		28 hours post fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		20120724_RPF-Seq_28hpf	
PRJNA200706		SRS417394	RNA-Seq	Danio rerio	no	NCBITaxon:7955		no			no			no		TL/AB	no		5 days post fertilization	no			no			no			no			no			no			no			no			no			no			no			no			no		20120724_RPF-Seq_5dpf	
PRJNA150397		SRS284284	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		2hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq MZdicer 2hpf	
PRJNA150397		SRS284285	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq MZdicer 4hpf	
PRJNA150397		SRS284286	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq MZdicer 4hpf-2	
PRJNA150397		SRS284287	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		6hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq MZdicer 6hpf	
PRJNA150397		SRS284288	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		2hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq Wild type 2hpf	
PRJNA150397		SRS284289	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		2hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq Wild type 2hpf-2	
PRJNA150397		SRS284290	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq Wild type 4hpf	
PRJNA150397		SRS284291	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq Wild type 4hpf-2	
PRJNA150397		SRS284292	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		6hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq Wild type 6hpf	
PRJNA150397		SRS284293	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		6hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Input mRNA-Seq Wild type 6hpf-2	
PRJNA150397		SRS284294	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		2hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments MZdicer 2hpf	
PRJNA150397		SRS284295	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		2hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments MZdicer 2hpf-2	
PRJNA150397		SRS284296	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments MZdicer 4hpf	
PRJNA150397		SRS284297	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments MZdicer 4hpf-2	
PRJNA150397		SRS284298	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		6hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments MZdicer 6hpf	
PRJNA150397		SRS284299	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		6hpf	no		MZdicer mutant	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments MZdicer 6hpf-2	
PRJNA150397		SRS284300	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		2hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments Wild type 2hpf	
PRJNA150397		SRS284301	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		2hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments Wild type 2hpf-2	
PRJNA150397		SRS284302	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments Wild type 4hpf	
PRJNA150397		SRS284303	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		4hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments Wild type 4hpf-2	
PRJNA150397		SRS284304	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		6hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments Wild type 6hpf	
PRJNA150397		SRS284305	RNA-Seq	Danio rerio	no	NCBITaxon:7955	whole embryo	no			no			no			no		6hpf	no		wild type	no			no			no			no			no			no			no			no			no			no			no			no		Ribosome protected fragments Wild type 6hpf-2	
